,user_id,name,review_count,elite,fans,average_stars,compliments_total
1113,OriZprtD3fn9PPHIdQq6Zw,Dayna,568,"2015,2016,2017,2018,2019,20,20,2021",18,4.04,225
1114,sIz02nAyQIrDtFavxZtfTQ,Robin,727,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",583,3.8,23826
1115,gGuAM6Cw1VXJGLssm24ehA,Tiff,824,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",99,3.27,940
1116,nL6FP8Vu5MY5GXpg-dshqw,Jonathan,624,"2009,2010,2012,2013,2014,2015,2016",41,3.82,479
1117,Sp-S4y8rx1xIX3d5VOK0bQ,Christy,740,"2007,2008,2009,2010,2011,2012,2013,2014",71,3.79,861
1118,24uDtsT2ItNHjQG9s5jh5g,Elizabeth,98,2011,8,4.05,68
1119,Lt7xkwztaNvqj4gN2QawgQ,Amanda,107,"2010,2011,2012",6,3.57,22
1120,gW-UD-NJ03CKXfqJ_E3wRQ,Erica,63,"2011,2012,2013",11,3.99,209
1121,Bi-UaRN-xRmEGYu-3k0jqA,Peter,308,"2010,2011,2012",11,3.55,86
1122,9G6hBwQZNAq9qZpJVhf0aA,Glam,24,,0,3.38,0
1123,Q9gwY8ahU8kgxhMlq0Xt0g,Daniella,83,,2,3.75,15
1124,N0OQ1tw65w5fqXbhb4OVKQ,Katharine,514,"2009,2010,2011,2014,2015,2016,2017,2018",14,3.46,85
1125,6ubS10S2wua-5ZTU4R5f3A,Kris,62,,0,4.27,7
1126,sVEBxKJ53qbzyyoK6edXpQ,Marissa,97,2008,12,3.58,172
1127,kH67njLagVovlIwNmlCpPA,Michael,26,,1,3.96,2
1128,AK_jwiwOcW4YU-dlh-uciQ,Kent,1758,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",147,4.34,3418
1129,m3qH3d97shbvSCtmUrpDFA,Melanie,876,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",98,3.81,1948
1130,2xW8iYrxFGNUeEXjnipHbA,Norwin,107,,2,3.86,5
1131,sEYZ0MIv60HsCMaqCTKb1w,Brett,3,,0,3.33,4
1132,8Zocr6jVED5JQEBvqwEBZw,Pasquale,1797,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",162,3.41,1781
1133,JnGtgOPpkjyWOvWM0SYEXg,Hen,3614,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",498,3.37,14074
1134,upKCYdxGuw2oUtbUQuQRCg,Kayo,434,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",43,3.91,155
1135,46t0PI-i3pOFgLHVGWBIUA,Kaye,185,,57,4.12,431
1136,hzmTQMkTGTUQ-aRdKAcUzA,Andre,1909,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",184,4.05,4748
1137,-VOylYXNq7sG6As966yTxA,Paul,1478,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",259,3.47,7213
1138,KUDH6MpyL7XqxPOj53zdCA,Tim,14,,3,4.21,8
1139,8GYea6Yw_ALcAVskOV77Ug,Steve,10,,1,4.8,1
1140,1NRn0aekNADEUIl8XRt1MA,Sara,233,"2008,2009,2010,2011",17,3.52,154
1141,v3qtPYorr3BkIznj7OYIzg,jennifer,26,,1,3.15,8
1142,F5k8L6AjFz7BXntRwSjp5Q,Tony,42,,1,3.27,5
1143,RRzHLIHC1EE2Kte0ilDs1g,Rob,25,,1,4.35,0
1144,xxL-DwwdT5VGvss9mCzOGg,Adam,1888,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",307,3.82,1518
1145,dRXZJUus5lyIRPtGHORJpA,Rachel,138,,2,3.87,7
1146,2yi94aSwgXg9WmYykXJTdg,Steve,18,,0,4.06,5
1147,jZ1ziwykb5EEla5y4D5Ozg,Maher,143,"2011,2012",6,3.84,92
1148,eTFBdfxpT3wddNpifXo1lA,Kathryn,14,,0,4.21,7
1149,y3Wtx1pOvTiqsJRkjceXiw,Catherine,371,"2009,2010,2011,2012,2013,2014,2015,2016,2017",89,3.39,981
1150,BwWsnWxkXgXlXPGTAEduEg,Dong,374,2011,4,3.73,54
1151,o5STsEtfvD1Ig0J7Z-1uxA,Alex,2469,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",1532,4.17,16087
1152,V6K9Rf07Z_m-gM3lWun-5w,Thaddeus,15,,0,3.67,0
1153,IBZMvu2dTKy-j23qCJgVWQ,Sue Ellen,520,,60,3.57,37034
1154,C_2dM3tyZpnpFenfliKlyw,Dan,60,,4,3.53,9
1155,oUK6Xs5dPPnP4whFeZExGg,Wendy,834,"2010,2011,2012",196,3.92,5200
1156,46NvT3ug6U8jxDdSA7j5oA,Jon,4,,0,4.5,0
1157,rcl4Uw8XKVJmJM_dgwdeoQ,Eric,8,,2,2.9,0
1158,s1PWTQUJJHpAUnBuPuUAhw,Emily,25,,2,4.46,14
1159,HwL0cUMC7-qghiAKBzMpXg,Amy,332,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",26,4.02,127
1160,fTKDQc2EwNSbiT0Ly5XfGw,Eric,117,,0,3.35,35
1161,eWZcKVmwBIxMjLNRAOuxlg,Tiffany,118,"2007,2008",26,3.64,537
1162,37cduGYdxXwwRbNE5cQONQ,Mary,199,"2018,2019,20,20,2021",3,3.47,12
1163,c7SEQkW3F5B-wvYpT0CIhA,Josh,113,,2,3.92,15
1164,sgUdpOyxO-YAu6e81nn5yA,May,145,"2012,2013,2014,2015,2016",18,3.99,311
1165,cJCiN7dtlGLW2-zApamFQA,Tricia,231,"2010,2011,2012,2013,2014",12,3.74,117
1166,l20mNfJywDvdpafWgnatcA,Tyler,150,,5,3.56,18
1167,a7Gve8KjkWC_1vPIEtOAKw,Mark,455,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",73,3.69,356
1168,Z0yHptbS93271s_h6LJOMw,Alice,1435,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",321,3.32,5357
1169,dRZ0gVGH0EpRKgTu4wpwcQ,Ryan,347,"2009,2010",117,3.42,1994
1170,VIf9HbtAKcKs4llfD3GQPA,Alex,300,"2010,2011,2012,2013,2014,2015,2016",13,3.7,134
1171,Q6vXZfmVEV9KN3F4XcTA3A,Brenda,83,2008,8,3.67,44
1172,HUmClClluKP5Ur6X7e306Q,John,1206,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20",72,3.68,944
1173,QhCfs4lkeWdJx7_lZdfCSA,Norry,651,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",135,3.91,1224
1174,HuoP7ejN-LSwkO1UIgmtaw,Andy,342,"2010,2011,2012,2013,2014",29,3.86,637
1175,Mho6iEibdgwm9HaX0PAPCA,Matthew,15,,2,2.06,1
1176,ahnaBpvC29I66u_6JRzQFw,Staci,54,,1,3.41,9
1177,OtTX3IG06ky3-ZEV4hUahQ,Darshy,127,"2010,2011,2012,2013",20,3.91,455
1178,fP5-u5yZ683B0Mdd7Zjb6A,Toni,881,"2007,2008,2009,2010,2011,2012,2013,2014",169,3.48,1339
1179,i7zuRDllj1KTqoSHUayV_w,Brynn,233,"2008,2009,2011",12,3.77,122
1180,8YaRW6wCKTm12Y87vdOp6g,Audra,877,"2010,2011",153,3.92,1025
1181,p4UcEYTLJyh96o1R8wrJaQ,Claudia,1466,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",205,3.86,2866
1182,my_BtS-Gbg37hnJpn-V6kg,Jean-Pierre,4,,0,5.0,0
1183,vnEWQ5N2GLuzfvYaGa-CsQ,Rick,445,,7,3.63,16
1184,65uUi6-TEmNcmbH-XvlyGQ,Hungry Viki,52,"2016,2017",3,4.35,4
1185,TZ53SO335VUAeUt14E0eGQ,Ryan,48,,1,4.45,10
1186,IrdhgTUIRAi-cWJL6LDXJA,Bob,25,,1,4.35,2
1187,AP7o6yRkjkqOveZxHg9seA,Jamie,30,,5,4.59,7
1188,P-cKcxQupYgmdUk0DHZrSQ,Anna,294,"2013,2014,2015,2016,2017,2018,2019",30,3.82,94
1189,UKqHsncvfuWjtaeOZNFv3Q,Duane,10,,1,4.2,3
1190,rTfJB8zHEsBOreta4ibKfw,c,28,,1,3.1,3
1191,rTB2UhWGpsLMQo5kCzX39A,Brian,753,"2015,2016,2017,2018,2019,20,20,2021",20,3.41,53
1192,HdQRa4CZRgNgEkZO6XJeUg,A,184,,7,4.18,10
1193,KxhblxFFda2qHGv-aHdG4g,Kisha,462,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",38,3.54,171
1194,E2Cqw7b8U4Q-9SJAw2wAOQ,Olivier,50,,5,3.17,6
1195,As71uCzIDIwkZ8s1p40cmQ,Gracie,153,"2015,2016,2017",26,3.65,47
1196,cXtE-ZTrNx-hE7usp_f_xg,Marie,125,"2010,2011",22,3.67,178
1197,mbp_UmBlhCeJXAqxoK6foA,Cathy,286,2010,47,3.7,458
1198,BDyCY898xb7QexX-XJgrEw,Autumn,155,"2010,2011,2012",20,3.85,115
1199,IPxJLWpKptzpTWlfjFiuHA,Gordon,187,,25,3.05,119
1200,BQQm7tybQj_bEYIsPL1cCg,J. Francisco,219,"2011,2012,2013",20,4.01,660
1201,ixKdGvJZznuzqNdRF_HZkQ,Nat,87,,7,3.42,24
1202,ev_mrEIDJauxugj1r8Z3qg,Steve,401,"2010,2011",28,3.7,179
1203,Q5R3Pt6H1zLLDSrs_aYF-Q,Andi,17,,3,4.63,5
1204,duihVwxxVm8iD1NVPwiWCA,Mark DM,37,,20,3.82,174
1205,V4uH52BfO596yG7OAn5w-A,Albert,1018,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",71,3.47,581
1206,Xw7ZjaGfr0WNVt6s_5KZfA,Marielle,2272,"2011,2012,2013,2014,2015,2016",379,4.1,3899
1207,qDnwxet4UbrriG_pMs52gQ,L,144,,6,3.83,21
1208,E--Vjc_mK8vVZsQVkTs5Zg,D,318,"2010,2011,2012,2013,2014",24,3.55,236
1209,jW2ksV1oL1h_4CPIbPe2lg,Morgan,297,"2012,2013,2014,2015",7,3.17,78
1210,NjuPidqqsNW9KG8PBPrycg,Dani,85,,13,4.03,13
1211,FyBunf4ZEhf6U_P6XEogCg,Chloe,46,,1,3.96,14
1212,9BnTvNABTJHZRbWqWYTTdg,Jen,88,,4,3.39,4
1213,Cwifb76r61Ju2w8L8OX0Kw,Sophia,134,"2010,2011",17,3.72,69
1214,82_guZG6LdADwnb6SIJgKw,Florence,132,"2012,2013",11,3.83,34
1215,QpCLG8Ciuh0H3GzutpJtJQ,Crystal,797,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",39,3.43,255
1216,njahEuobMlTP-wzfYDqcMA,Denise,31,,3,4.1,15
1217,s3bGG4IUh-OZ6CgeZsU7Sg,Toan,369,"2016,2017,2018,2019",43,4.25,257
1218,RSQSqDdPw7isN7vkxBYAlg,Andrea,67,,4,4.27,14
1219,G591i4rSui8An8r9_hqnPA,Becky,47,"2011,2012",3,3.63,63
1220,3dcFnCZzBZrcKDeIYgiScw,Vicki,406,"2012,2013,2014,2015,2016,2017",62,3.85,177
1221,ipxNVQvDATXcvDLjDKMxuw,Justin,153,"2012,2013,2014,2015,2017",7,4.23,76
1222,iGwsuVEcvX-MB6zB61AYWA,Sarah,235,,18,3.45,77
1223,JwQ8oI5iXKaqfBgZSpm19Q,Amy,1135,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",213,3.66,1790
1224,JTtbe6x7atUrllkFyIGV6g,Quint,21,,1,4.45,1
1225,lufa4bHQd3XLYQE1zXis0g,Lisa,2007,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",272,3.35,1493
1226,6zZPfuZkDRzSkYY9EvVJ5A,Bob,693,"2007,2012,2013",58,3.32,2144
1227,CRhM7BR4NbR2ddriQzv8ww,Norm,102,,1,3.74,34
1228,FCGCxiXBrj1p_8cscTeQXg,Mimi,787,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",85,3.44,326
1229,CxDOIDnH8gp9KXzpBHJYXw,Jennifer,6679,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",828,3.34,11744
1230,S_gfT9oI-vVmp-LPBdHT1A,Susan,74,"2010,2011",7,3.73,19
1231,rVZxJXXgK0iOqBRcsd_3pw,Ted,12,,0,4.62,4
1232,SeUAfFyljHBbFtk_TFJx2Q,Stephanie,51,,0,3.53,2
1233,WZQu6cgdzJqtGVfMyy712g,Kandis,7,,1,3.86,0
1234,t7P-N5mYJlUDrZt0kdm9jQ,Ernest,32,,7,4.46,19
1235,tr38posFQzF82HqCRgy6Cw,Michael,150,"2011,2012,2013",5,3.84,9
1236,ZUsvqrR9oPqG0ZcL3v_nLw,Tania,246,"2012,2013,2014",13,3.25,43
1237,vRaWc1p8W4paYONREMDgoA,Carmela,10,,0,4.27,1
1238,qurv1eJZswxUZaZqN53Meg,Kristie,1156,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",100,3.55,821
1239,cGdAv1IjmSTJ8s8Im5tO7A,Aileen,27,,4,3.97,8
1240,YAIxImxlu3jlSdG91T2Pig,Rachel,253,"2011,2012,2013,2014,2015,2016,2017,2018",13,4.22,87
1241,8tY-7RBT-ZCMs6H51HzxCQ,Dennis,5,,0,2.8,0
1242,pou3BbKsIozfH50rxmnMew,Brett,2812,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",914,4.28,8839
1243,IR-VWaJkT9s7IlHe_6sQ9w,Melia,10,,3,4.9,23
1244,yi8MUcO3O6ALXErrFuj2_A,Molly,145,2009,13,3.45,90
1245,eZ8PQPFuR8yfwQOU9IANGw,Stefanie,289,"2010,2011,2012",31,3.79,268
1246,HLdH3k4q2ZzcEK4TcaWfAQ,Hayley,7,,0,4.43,1
1247,EQQ72oAe3XIMyJA1Y5KCtw,Marika,22,,27,3.63,51
1248,Er_1k4cl0VwKz9tfIn-FBw,Lynn,508,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",100,4.37,505
1249,pI2ZIJdUHiRJBq_UCfZxgQ,John,37,,2,4.45,9
1250,XYLppSPs2k1r7ZFwMWWSjw,Jeff,21,,1,4.45,1
1251,hPQoLbjCdbOD9O1s0c5Evw,Stacey,18,,2,4.11,3
1252,kS1MQHYwIfD0462PE61IBw,Rob,5511,"2008,2009,2010,2011,2012",445,3.84,3268
1253,zjcN27kCVeK8K2ONe9Qt4g,Peter,893,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",69,3.74,366
1254,qHmLQQZF1GKrU6HFZqZqGA,Angela,1023,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",93,3.74,1094
1255,yvXEJcXRtffR2GuWULbRjg,James,1382,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",224,3.89,1328
1256,5jqFCjLyAuFyu3et95KjKw,Britt,8,,0,4.88,2
1257,oYhLTaV6glYLOhqSaf9HLw,Allie,4,,3,4.75,6
1258,0AWlzCo0SSc1Uk1K9DudhQ,Elli,501,"2007,2008,2009",53,3.75,255
1259,yqHIwF8hQe0zZsvVug-IOA,William,100,2012,4,3.66,37
1260,AXRIxSSL-eumsX4rOh48Rg,Kiley,7,,0,3.63,1
1261,l4COOtVY9Vqncq7SySOs5Q,Brett,54,2012,1,3.82,32
1262,5dQd0Y0EIfI4N3Q_-1GChw,Chuck,8,,1,4.0,3
1263,wGXNiLljJudWjQ8Uwrb3yA,Ben,20,,2,3.19,17
1264,Qy0_b9yX-ku92-DBEWqdHA,Kevin,1,,0,2.0,0
1265,j7nkDCIoj5tyrni1LprdRA,Christina,51,,3,3.76,5
1266,33q7YVUXixF1DIikw4qYEw,Jaime,57,"2009,2010",11,3.7,76
1267,2aCW5swQkTfyK0BQDWE3IA,Paul,16,,1,3.33,0
1268,TES0PPhg-9jaFj9v28M0cw,Lisa,212,"2011,2012,2013,2014,2015",9,3.78,180
1269,ZMUXbY64gf4Zbz-zAV0hFw,Alison,46,,0,3.83,3
1270,s9GrgBsyk4NXS2r52jRi8g,Brandon,42,,2,4.19,7
1271,8ZJ7zoDjcOBlOwGnbyP5EQ,Andrenaline,210,"2006,2007",7,3.24,31
1272,z07k_lSyl9P-s9Dde5s3bA,Erika,151,"2009,2010,2011,2012",8,4.3,31
1273,HzELBvItxSFi9-ymDChjvw,Ashley,195,"2011,2012",4,3.6,19
1274,RqR1bGDgdOPyHDnI73LeFw,Marc,1376,,508,3.37,39041
1275,8JMOaGs1lIszjnq91f8bog,Jenelle,135,"2012,2013",5,3.99,12
1276,9xMZCKH77Kbzu1iyZuJFfg,Rachel,328,"2010,2011,2012,2015,2016,2017,2021",20,3.71,57
1277,bXFtwjBaZUwxwzko0URC7Q,Angel,90,,7,4.15,31
1278,chq7UyerSDImd48KUj7j3A,Michelle,33,,6,4.43,15
1279,swmrfBnaqU0nyJ3pFBfNgQ,Ry,1841,"2008,2009,2010",87,3.27,3126
1280,sO8A8Vltrn-7HPlIvGwXTQ,John,962,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",50,3.94,299
1281,oq_8YYRPxVroRng9XUPaWQ,Carolyn,50,,10,4.33,60
1282,SEmmDkdX4-58HQYG1AA93A,Jared,40,2008,3,4.53,49
1283,EMAmvOht754y2ywOl_fcHw,Leeger,87,,2,3.77,10
1284,rxNku8x9n5F68t0RF266yw,Steve,24,,1,4.36,16
1285,bUrE91nqIy0FtX6erzozQg,Kari,25,,1,4.68,1
1286,T-SI9CJmKVTW8u5GN2d60w,CS,69,,4,3.51,9
1287,H-_0YKUQfxDRFztGiCrhBQ,Apearl,697,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",89,3.89,266
1288,--ccVMj2PN6Z9qtdOdlung,Kacie,15,,2,3.67,17
1289,qgbbuhfSkH5_Tna5t9tE-A,Clint,278,"2007,2008,2009",25,3.87,382
1290,Hcys0DunmsguRYes57CSSw,Sean,8,,0,4.5,0
1291,a8vWyxKRNbQwOU7tC4EeGQ,Arlene,932,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",31,3.87,91
1292,JOe3hGqXl9_fRC2rjyHWrA,Dee,119,"2012,2013,2014",8,3.28,51
1293,Np7Wfg-MpA26BCyfEAwHVw,Yan,58,,1,3.14,12
1294,GJHgbuXmy-Q5eSzkDH5V3w,Fallan,11,,1,4.42,2
1295,kJaqSy6-PsnROi_uTSFqLg,Ray,13,,0,3.71,1
1296,t4gS5xEtSswHXJcogB-vgA,Mike,204,"2011,2012,2013,2014,2015",17,3.63,208
1297,pppfSeoqsmurCqdKS-13xA,Jamie,56,,9,3.91,26
1298,OXlfFHsM15JYh_lvat2w2w,Lor,439,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",185,3.89,6581
1299,IhQWrfKH2P_ZwfyFzPlp7w,David,28,,1,3.38,2
1300,JpdvY2zvTAfZn3v3t5b_zg,Pierric,3,,1,5.0,0
1301,rMsB82tk9uOB6JumPMgczg,Brett,603,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",436,3.83,24398
1302,m1evbVj4Q-BcO-Xu5VfvEw,Kevin,49,,3,4.34,8
1303,yOO5Dj4CU-UJsnVxsSpVPg,Lowie,265,"2012,2013",19,3.74,118
1304,wEE-YMx5pmSuagLtNxMPKA,Stephanie,2000,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",1761,3.85,18701
1305,bgR7-Cog2uIJV3c_ctPtLg,Marna,383,"2016,2017,2018,2019",14,3.79,36
1306,ZAc5vMMYLgyYqgjHXGce3Q,Jonathan,117,"2010,2012,2013,2014",9,4.11,44
1307,Zi3Fm08v1sTMn4rktxci4g,Debby,194,"2015,2016,2017,2018,2019,20,20,2021",46,4.31,85
1308,ky2gg_oijvauflvRmaNLNg,Stephen,41,,1,3.9,10
1309,NqZJMXmwEtirJvx-qpyLmQ,Barrett,287,"2011,2012,2013,2014",17,3.45,70
1310,w0f3twDIXtkYuKUzfy_s5A,Barry,33,,1,4.43,4
1311,cMEtAiW60I5wE_vLfTxoJQ,Jennifer,4190,"2010,2011,2012,2013,2014,2015,2016,2017,2018",189,4.05,555
1312,PLM6psqBZ1Gg3v6SunxCQg,Cara,57,,7,3.05,7
1313,gu7ZyYZwhyyyYtoUilfQ7g,Jeff,11,,0,4.45,1
1314,2X4yIsAHtPi_UwfgaCCloQ,Catherine,365,"2007,2008",9,3.56,72
1315,HZsjWv1G9PpGWp-G1Ln5gQ,G,194,"2008,2009,2010,2011",11,3.5,50
1316,IZaWH5nva6mXn_MVxMHtlw,Sujan,355,"2010,2011",19,3.49,56
1317,oAQJyMDNucQebEzxuKMppA,D,51,,0,3.76,5
1318,KUohiVbxXpEQlULLiGHvmw,Jay,473,"2011,2012,2013,2014,2021",17,3.84,79
1319,AG15AcqZ2rd06BV5nNFXlw,Alex,170,"2012,2013,2014",17,3.56,71
1320,OKX-V5j_qfuOebeHeWGrHg,Paul,2482,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",499,3.49,536
1321,8AowrKXa1girwkf1nDM1Lg,Bill,28,,2,2.87,2
1322,-8PU0Z4Q2Nc-sY0eBj4DiQ,David,126,"2017,2018",9,4.5,44
1323,vKoECqqh4Q07gP_arEtMAw,Heather,128,,5,4.2,20
1324,mMzJqiC39EFqIz0pn7XF_g,Julianne,227,"2011,2012,2013,2014,2015",18,3.77,284
1325,UKU5x7fgNWzzdpCh3PqS0A,Canny,1796,"2012,2014,2015,2016,2017,2018,2019,20,20,2021",124,3.5,276
1326,Ojll9cQN4WmDUBic0MRlSA,Hannah,391,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",33,4.06,227
1327,nRYtnRFSbfQFbCwyWgSoqg,Lisa,51,,0,3.61,5
1328,_7rtvm06_fpr9SdiWsjzhA,Neon,46,,0,3.19,1
1329,To7EBxWC-Yz011V2-tdTvA,Lou,575,"2006,2007,2008",918,4.12,4860
1330,T1rzNCZw3RdsWE_GnW8FiQ,Chris,394,,10,3.27,30
1331,lFBDf2CATKPI2ryBashjNg,Thelma,59,,1,4.36,2
1332,-gN7r8iOBKGeh4LJkn2QeQ,Nick,1133,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",47,4.12,199
1333,sldYpimh77Ebfz0Z8uwxhQ,brook,83,,10,3.71,15
1334,1zyE713RTVjBoO55_XjZiA,Albie,797,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",52,4.23,149
1335,fwtMRWIlNEGtyaKRienx8A,David,138,2010,17,3.83,68
1336,OQnj4-W0zAWPH2TtsX8gqA,Rob,66,,2,4.46,3
1337,vbGGRxKJocP7EQYs-sUhyw,Becky,55,2012,2,3.93,26
1338,YjucbkVI8CQXg-mugrBvYg,Ben,140,"2010,2011",4,3.89,47
1339,N-Qiv_JpHmClbS_rnOmGMA,Rick,34,,2,4.32,20
1340,GbhQXcNU-4--jFzJe4H0Mw,Julie,756,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",50,3.78,85
1341,BPZEAoU0sB6CFGusTErUuA,Vince,1995,"2015,2016,2017,2018,2019,20,20,2021",220,3.78,3810
1342,1TV-7yclhxvz1YjMEXceng,Pat,136,2011,5,4.03,35
1343,LF7Be6qpZvTZ9FY4D5GoEw,Jason,450,2012,45,3.34,509
1344,4P8qDuDy3C8s6Rkm5wEI4Q,David,149,"2008,2009,2010",17,3.71,384
1345,tHfzfBpny0xXoxaVfAWoOQ,Deana,375,"2010,2011,2012,2013,2014,2015,2016,2017,2018",62,4.02,503
1346,TVgDN-CZ0wdszYCFXDtOug,Alayne,364,"2008,2009,2010,2011,2012,2013,2014,2015",24,3.73,1081
1347,60JvEZroZpulet3FTVIipg,Kate,90,,3,3.62,1
1348,Tf0gi1AJ3TNHjs1TYJxyuA,Tamara,173,,7,4.08,10
1349,Lvul3eUBNWbeBtP_ZdLKHw,Rainbow,136,2013,1,4.02,11
1350,gPWFk7zIXiZTNN3eRumSbg,Jay,124,"2010,2011,2012,2016,2017",19,3.8,176
1351,bKPgUIwG8j1RQHGSdMebAg,Courtney,32,,12,3.55,42
1352,z6I40mrJpEfbsH4LW76eLA,Rachel,340,"2011,2012,2013,2014,2015,2016",44,4.28,1223
1353,CfAHWoqjKUIoVrhYmDDuyQ,Jeremy,202,,8,4.08,39
1354,fcN7ko5x6RZ8L9RhUxeUbw,Christian,276,,14,3.01,70
1355,EhxRqdUF0uDx3LZkj9CnQQ,Ren,34,,4,4.0,4
1356,VKSlNue_fcdxYy8DVdY5Kg,spaniel,72,,3,3.5,16
1357,GBsu7V76SXVvx1gwJVXilg,Jeff,521,"2009,2011,2012,2013,2014,2015,2016,2017",19,3.98,128
1358,2bHSZhM0huV8LRh3YHaOSQ,Jennifer,1827,"2006,2007,2008,2009,2010,2011,2012",120,3.6,2803
1359,i-CZiG-fDcvK5vc4-pwMKg,Justin,382,"2009,2010,2011",16,3.8,87
1360,AXIg6GNmjRGrYrg2FP5dwA,Phil,40,,2,4.4,16
1361,SDytcPY5fiuuDbTkPE8GyA,Pinky And The,1465,,199,3.54,12961
1362,90yTgvb2Eyh3acicXFgEMg,Dana,586,"2016,2017,2018,2019,20,20",19,3.87,89
1363,WMcME5NOUqDyMhKHUZhsGg,Tom,13,,0,4.46,1
1364,ajMm_rBqbKYALu-I8-__Kg,Brian,2491,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",106,3.19,278
1365,aNFxrpqy70wururziDBdPA,Leamae,26,,0,3.55,2
1366,tGasH5DTBL0-8JnnIYx3eg,Christina,441,"2010,2011",27,4.18,181
1367,VfcceTxKiBq4xaeZFywRQg,Michelle,11,,5,3.27,4
1368,KVZV5ly4MBe0P77RQGn3pQ,Ryan,76,,2,3.55,12
1369,igll2PdsMvQHzJhzttrx1A,Jessica,713,"2010,2011,2012,2013,2014,2015,2016,2017",96,4.08,1384
1370,EF5xfN5Zwvs0fOHMN4YHtA,Laura,19,,1,3.53,0
1371,BxSeiMApTGkDkl-whxGTCg,Vincent,338,"2015,2016,2017",16,3.75,67
1372,OP79lH12S8phXRdJ0a85UQ,Joey,48,,0,4.58,8
1373,0S_i96G5FR7oYO3QeH_01Q,Joy,1416,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",140,3.66,1126
1374,N_WB5usUFVBYI_8g7nnh-g,Craig,394,"2009,2010,2011,2012,2013,2014",12,3.93,67
1375,TAV_X0gbPs4JT3he50CtLg,Chip,571,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",118,3.96,1398
1376,uaTtIcHDD7oZB1iu8M9V7g,Sasha,109,"2008,2009,2010",20,3.66,277
1377,p7mhGOOIAmMchxgGnKp1eA,Chris,3,,1,5.0,0
1378,HU70ZILaRHBvdeXFJ7rYEA,Mars,32,,0,3.97,3
1379,BRubIt664FLJ2zVC0ekfJw,Nicholas,36,,4,3.46,9
1380,ESgI8TbchdsWvvJ-fwlQfg,Lilyy,43,,1,3.32,2
1381,Fe7C6jRUU5l4_An-xsLzNw,Jenna,112,2010,6,3.74,22
1382,9NjyPHg3q0TCJzkVc4L0-w,Julian,258,"2010,2011,2012",18,3.95,98
1383,Rb1yFgZWNnoTmf9nPAgalw,Honey,231,"2014,2015,2016",30,3.65,270
